no_kel,no_kec,nama_kel
2105116072,7409100,Koepisino
2105116073,7409100,Langere
2105116074,7409100,Koboruno
2105116075,7409100,Damai Laborona
2105116076,7409100,Totombuli
2105116077,7409100,Ngapaea
2105116078,7409100,Rante Gola
2105116079,7409101,M A T A
2105116080,7409101,Konde
2105116081,7409101,Lagundi
2105116082,7409101,Pongkowulu
2105116083,7409101,Kambowa
2105116084,7409101,Morindino
2105116085,7409101,Lahumoko(Tri Mulya)
2105116086,7409101,Bubu
2105116087,7409101,Bente
2105116088,7409101,Baluara
2105116089,7409101,Bubu Barat
2105116090,7409110,Matalagi
2105116091,7409110,Laeya
2105116092,7409110,Labaraga
2105116093,7409110,Lasiwa
2105116094,7409110,Labuan Bajo
2105116095,7409110,Labuan Wolio
2105116096,7409110,Labuan
2105116097,7409110,Wantulasi
2105116098,7409110,Laba Jaya
2105116099,7409110,Sumampeno
2105116100,7409110,Labuko
2105116101,7409110,Wamorapa
2105116102,7409110,Oengkapala
2105116103,7409110,Upt Laeya
2105116104,7409120,Bonelipu
2105116105,7409120,Lemo
2105116106,7409120,R O M B O
2105116107,7409120,Linsowu
2105116108,7409120,Lakonea
2105116109,7409120,Lipu
2105116110,7409120,Bangkudu
2105116111,7409120,L O J I
2105116112,7409120,Kalibu
2105116113,7409120,Eelahaji
2105116114,7409120,Jampaka
2105116115,7409120,Tomoahi
2105116116,7409120,Waculaea
2105116117,7409120,Tri Wacu-Wacu
2105116118,7409120,Malalanda
2105116119,7409120,Lantagi
2105116120,7409120,Lemo Ea
2105116121,7409120,Wasalabose
2105116122,7409120,Banu-Banua Jaya
2105116123,7409120,Wandaka
2105116124,7409120,Saraea
2105116125,7409120,Kadacua
2105116126,7409120,Laangke
2105116127,7409121,Rahmat Baru
2105116128,7409121,Soloy Agung
2105116129,7409121,Kotawo
2105116130,7409121,Bumi Lapero
2105116131,7409121,Dampala Jaya
2105116132,7409121,Kasulatombi
2105116133,7409121,Karya Bakti
2105116134,7409121,Marga Karya
2105116135,7409121,Lauki
2105116136,7409121,Lambale
2105116137,7409121,Mekar Jaya
2105116138,7409121,Labulanda
2105116139,7409121,Lapandewa
2105116140,7409121,Karya Mulia
2105116141,7409122,Ulunambo
2105116142,7409122,Waode Buri
2105116143,7409122,Lelamo
2105116144,7409122,Peteteaa
2105116145,7409122,Pebaoa
2105116146,7409122,Lanosangia
2105116147,7409122,Lamoahi
2105116148,7409122,Torumbia
2105116149,7409122,Kurolabu
2105116150,7409122,Eerinere
2105116151,7409122,Wamboule
2105116152,7409122,Labelete
2105116153,7409122,Wowonga Jaya
2105116154,7409122,Bira
2105116155,7410010,Kokapi
2105116156,7410010,Matanggonawe
2105116157,7410010,Pudonggala
2105116158,7410010,Tongauna
2105116159,7410010,Sawa
2105116160,7410010,Laimeo
2105116161,7410010,Lalembo
2105116162,7410010,Puupi
2105116163,7410010,Puudonggala Utama
2105116164,7410010,Ulusawa
2105116165,7410011,Tondowatu
2105116166,7410011,Kapolano
2105116167,7410011,Tobimeita
2105116168,7410011,Poni-Poniki
2105116169,7410011,Matandahi
2105116170,7410011,Banggina
2105116171,7410011,Lambuluo
2105116172,7410011,Motui
2105116173,7410011,Puuwonggia
2105116174,7410011,Wawoluri
2105116175,7410011,Upt. Tondowatu
2105116176,7410011,Bende
2105116177,7410020,Tongalino
2105116178,7410020,Taipa
2105116179,7410020,Puusiambu
2105116180,7410020,Bungguosu
2105116181,7410020,Lembo
2105116182,7410020,Pasir Putih
2105116183,7410020,Padaleu
2105116184,7410020,Puulemo
2105116185,7410020,Alo-Alo
2105116186,7410020,Lapulu
2105116187,7410020,Laramo
2105116188,7410030,Tanjung Bunga
2105116189,7410030,Kampobunga
2105116190,7410030,Lemobajo
2105116191,7410030,Wawolesea
2105116192,7410030,Toreo
2105116193,7410030,Abola
2105116194,7410030,Belalo
2105116195,7410030,Andeo
2105116196,7410030,Matapila
2105116197,7410030,Lametono
2105116198,7410030,Andumowu
2105116199,7410030,Basule
2105116200,7410030,T I N O B U
2105116201,7410030,Waworaha
2105116202,7410030,Otole
2105116203,7410030,Watukila
2105116204,7410030,Boenaga
2105116205,7410030,Waturambaha
2105116206,7410030,Larodangge
2105116207,7410030,Labengi
2105116208,7410030,Morombo
2105116209,7410030,Barasanga
2105116210,7410030,Otipulu
2105116211,7410030,Tetelupai
2105116212,7410030,Lalowaru
2105116213,7410030,Muara Tinobu
2105116214,7410040,Mataiwoi
2105116215,7410040,Bandaeha
2105116216,7410040,Molawe
2105116217,7410040,Awila
2105116218,7410040,Mowundo
2105116219,7410040,Mandiodo
2105116220,7410040,Tapunggaya
2105116221,7410040,Awila Puncak
2105116222,7410040,Tapuemea
2105116223,7410050,Wanggudu
2105116224,7410050,Tangguluri
2105116225,7410050,Wunduhaka
2105116226,7410050,Wanggudu Raya
2105116227,7410050,Walalindu
2105116228,7410050,Tapuwatu
2105116229,7410050,Walasolo
2105116230,7410050,A S E R A
2105116231,7410050,Amorome
2105116232,7410050,Asemi Nunulai
2105116233,7410050,Wawolimbue
2105116234,7410050,Longeo
2105116235,7410050,Puunggomosi
2105116236,7410050,Puuwanggudu
2105116237,7410050,Kota Mulia
2105116238,7410050,Amorome Utama
2105116239,7410050,Upt. Amorome Jaya
2105116240,7410051,Banggarema
2105116241,7410051,Lahimbua
2105116242,7410051,Lamondowo
2105116243,7410051,Andowia
2105116244,7410051,Puusuli
2105116245,7410051,Laronanga
2105116246,7410051,Labungga
2105116247,7410051,Puuwonua
2105116248,7410051,Anggolohipo
2105116249,7410051,Larobende
2105116250,7410051,Lambudoni
2105116251,7410051,Mata Iwoi
2105116252,7410051,Amolame
2105116253,7410052,Laroonaha
2105116254,7410052,Bandaeha
2105116255,7410052,Kota Maju
2105116256,7410052,Lameoru
2105116257,7410052,Landawe
2105116258,7410052,Walandawe
2105116259,7410052,Wiwirano
2105116260,7410052,Mopute
2105116261,7410052,Todoloiyo
2105116262,7410052,Puuhialu
2105116263,7410052,Linomoiyo
2105116264,7410052,Bende Wuta
2105116265,7410052,Upt. Todoloiyo
2105116266,7410052,Sambandete
2105116267,7410052,Paka Indah
2105116268,7410052,Tinondo
2105116269,7410060,Sari Mukti (Upt.Hialu Iv)
2105116270,7410060,Langgi Kima (Upt.Hialu Iii)
2105116271,7410060,Molore
2105116272,7410060,Lameruru
2105116273,7410060,Upt.Morombo/Tobimeita
2105116274,7410060,Pariama
2105116275,7410060,Polora Indah
2105116276,7410060,Alenggo
2105116277,7410070,Hialu Utama (Upt. Hialu Ii)
2105116278,7410070,Mata Banua (Upt Lamonae I)
2105116279,7410070,Wawoheo
2105116280,7410070,Kuratao
2105116281,7410070,Lamonae
2105116282,7410070,Padalere
2105116283,7410070,Culambatu (Upt.Lamonae Iii)
2105116284,7410070,Lamparinga (Upt Padalere)
2105116285,7410070,Tetewatu
2105116286,7410070,Landawe Utama
2105116287,7410070,Polo Polora
2105116288,7410070,Kolosua
2105116289,7410070,Wacu Malewe
2105116290,7410070,Lamonae Utama
2105116291,7410070,Mata Osole
2105116292,7410070,Lalomerui
2105116293,7410070,Pondoa
2105116294,7410070,Wawontoaho
2105116295,7410070,Tambakua
2105116296,7410070,Padalere Utama
2105116297,7410070,Landiwo
2105116298,7410070,Lahumoso
2105116299,7410070,Larompana
2105116300,7410070,Wacu Pinodo
2105116301,7411010,Iwoi Mea Jaya
2105116302,7411010,Pekorea
2105116303,7411010,Taore
2105116304,7411010,Awiu
2105116305,7411010,Watuoha
2105116306,7411010,Iwoimenggura
2105116307,7411010,Ulundoro
2105116308,7411010,Aere
2105116309,7411010,Rubia
2105116310,7411010,Aladadio
2105116311,7411010,Tinete
2105116312,7411020,Penanggootu
2105116313,7411020,Mondoke
2105116314,7411020,Mokupa
2105116315,7411020,Onemanu
2105116316,7411020,Bou
2105116317,7411020,Lowa
2105116318,7411020,Lere Jaya
2105116319,7411020,Atolanu
2105116320,7411020,Inotu
2105116321,7411020,Penanggo Jaya
2105116322,7411020,Lambandia
2105116323,7411020,Penanggoosi
2105116324,7411020,Wonuambuteo
2105116325,7411020,Lalolera
2105116326,7411020,Pomburea
2105116327,7411030,Wundubite
2105116328,7411030,Puundokulo
2105116329,7411030,Hakambololi
2105116330,7411030,Andowengga
2105116331,7411030,Taosu
2105116332,7411030,Pangi-Pangi
2105116333,7411030,Poli Polia
2105116334,7411030,Inotu Mewao
2105116335,7411030,Tokai
2105116336,7411030,Wia-Wia
2105116337,7411030,Polemaju Jaya
2105116338,7411030,Polenga Jaya
2105116339,7411040,Lalokateba
2105116340,7411040,Lamosila
2105116341,7411040,Anambada
2105116342,7411040,Lembah Subur
2105116343,7411040,Talinduka
2105116344,7411040,Gunung Jaya
2105116345,7411040,Mulia Jaya
2105116346,7411040,Mekar Jaya
2105116347,7411040,Tetembuta
2105116348,7411040,Dangia
2105116349,7411040,Wande
2105116350,7411040,Tetewua
2105116351,7411050,Raraa
2105116352,7411050,Welala
2105116353,7411050,Atula
2105116354,7411050,Pombeyoha
2105116355,7411050,Wungguloko
2105116356,7411050,Ladongi Jaya
2105116357,7411050,Tongandiu
2105116358,7411050,Lalowosula
2105116359,7411050,Putemata
2105116360,7411050,Anggaloosi
2105116361,7411060,Teposua
2105116362,7411060,Mataiwoi
2105116363,7411060,Lamoare
2105116364,7411060,Tinomu
2105116365,7411060,Iwoikondo
2105116366,7411060,Peatoa
2105116367,7411060,Lalowura
2105116368,7411060,Loea
2105116369,7411060,Simbalai
2105116370,7411070,Lalingato
2105116371,7411070,Simbune
2105116372,7411070,Poni Poniki
2105116373,7411070,Tirawuta
2105116374,7411070,Tasahea
2105116375,7411070,Tababu
2105116376,7411070,Rate-Rate
2105116377,7411070,Orawa
2105116378,7411070,Loka
2105116379,7411070,Matabondu
2105116380,7411070,Woiha
2105116381,7411070,Lara
2105116382,7411070,Roko-Roko
2105116383,7411070,Tawainalu
2105116384,7411070,Karemotingge
2105116385,7411070,Tumbudadio
2105116386,7411080,Wesalo
2105116387,7411080,Lalolae
2105116388,7411080,Keisio
2105116389,7411080,Lalosingi
2105116390,7411080,Talodo
2105116391,7411090,Horodopi
2105116392,7411090,Watupute
2105116393,7411090,Lapangisi
2105116394,7411090,Inebenggi
2105116395,7411090,Sabi-Sabila
2105116396,7411090,Woitombo
2105116397,7411090,Lambotua
2105116398,7411090,Puuosu
2105116399,7411090,Nelombu
2105116400,7411090,Ulu Mowewe
2105116401,7411100,Weamo
2105116402,7411100,Tinengi
2105116403,7411100,Lamunde
2105116404,7411100,Talata
2105116405,7411100,Iwoimea
2105116406,7411100,Tawarombadaka
2105116407,7411100,Solewatu
2105116408,7411100,Tawa-Tawaro
2105116409,7411100,Ambapa
2105116410,7411100,Tutuwi
2105116411,7411100,Singgere
2105116412,7411100,Ameroro
2105116413,7411110,Aukora
2105116414,7411110,Uete
2105116415,7411110,Tondowatu
2105116416,7411110,Sanggona
2105116417,7411110,Lalombai
2105116418,7411110,Undolo
2105116419,7411110,Tawanga
2105116420,7411110,Amololu
2105116421,7411110,Amokuni
2105116422,7411110,Pehanggo
2105116423,7411120,Silui
2105116424,7411120,Konawendepiha
2105116425,7411120,Porabua
2105116426,7411120,Wesinggote
2105116427,7411120,Ueesi
2105116428,7411120,Watumendonga
2105116429,7411120,Ahilulu
2105116430,7411120,Alaaha
2105116431,7411120,Liku Walanapo
2105116432,7411120,Puurau
2105116433,7411120,Tongauna
2105116434,7412010,Teporoko
2105116435,7412010,Roko-Roko
2105116436,7412010,Dompo-Dompo Jaya
2105116437,7412010,Sukarela
2105116438,7412010,Nambo Jaya
2105116439,7412010,Sainoa Indah
2105116440,7412010,Sinaulu Jaya
2105116441,7412010,Mosolo
2105116442,7412010,Wunse Jaya
2105116443,7412010,Tondongitu
2105116444,7412010,Polara
2105116445,7412010,Sinar Masolo
2105116446,7412010,Bahaba
2105116447,7412010,Waturai
2105116448,7412020,Wakadawu
2105116449,7412020,Tekonea
2105116450,7412020,Lapulu
2105116451,7412020,Kel. Munse
2105116452,7412020,Laiwo Jaya
2105116453,7412020,Desa Munse
2105116454,7412020,Lebo
2105116455,7412020,Nanga
2105116456,7412020,Butuea
2105116457,7412020,Lembono
2105116458,7412020,Saburano
2105116459,7412030,Puurau
2105116460,7412030,Mata Dimba
2105116461,7412030,Dimba
2105116462,7412030,Patande
2105116463,7412030,Ladianta
2105116464,7412030,Tangkombuno
2105116465,7412030,Baho Bubu
2105116466,7412030,Noko
2105116467,7412030,Bangun Mekar
2105116468,7412030,Watuondo
2105116469,7412040,Mata Iwoi
2105116470,7412040,Waworope
2105116471,7412040,Dongkalaea
2105116472,7412040,Labeau
2105116473,7412040,Wawobeau
2105116474,7412040,Tombaone
2105116475,7412040,Labisa
2105116476,7412040,Lansilowo
2105116477,7412040,Tombaone Utama
2105116478,7412040,Palingi Barat
2105116479,7412040,Palingi
2105116480,7412040,Mata Bubu
2105116481,7412040,Mawa
2105116482,7412040,Mataburanga
2105116483,7412040,Tapumbatu
2105116484,7412040,Palingi Timur
2105116485,7412040,Tongalere
2105116486,7412040,Tomburano
2105116487,7412040,Sawah Indah
2105116488,7412040,Tepolawa
2105116489,7412050,Lawey
2105116490,7412050,Puuwatu
2105116491,7412050,Wawouso
2105116492,7412050,Wawouso Baru
2105116493,7412050,Baku-Baku
2105116494,7412050,Bobolio
2105116495,7412050,Sawaea
2105116496,7412050,Sawapatani
2105116497,7412050,Wungkolo
2105116498,7412050,Langara Jaya
2105116499,7412050,Wawoone
2105116500,7412060,Rawa Indah
2105116501,7412060,Lampeapi
2105116502,7412060,Pesue
2105116503,7412060,Lampeapi Baru
2105116504,7412060,Lamongupa
2105116505,7412060,Mekar Sari
2105116506,7412060,Wawoindah
2105116507,7412060,Upt. Batumea/Tumbu-Tumbu Jaya
2105116508,7412060,Morobea
2105116509,7412060,Batumea
2105116510,7412060,Baho Pulu Wulu
2105116511,7412060,Puurau
2105116512,7412070,Bukit Permai
2105116513,7412070,Mata Baho
2105116514,7412070,Lamoluo
2105116515,7412070,Mata Langara
2105116516,7412070,Langara Iwawo
2105116517,7412070,Langara Laut
2105116518,7412070,Langara Indah
2105116519,7412070,Langara Bajo
2105116520,7412070,Wawobili
2105116521,7412070,Wawolaa
2105116522,7412070,Lanowatu
2105116523,7412070,Pasir Putih
2105116524,7413010,Sido Makmur
2105116525,7413010,Wulanga Jaya
2105116526,7413010,Wandoke
2105116527,7413010,Tiworo
2105116528,7413010,Laworo
2105116529,7413010,Waturempe
2105116530,7413010,Waumere
2105116531,7413010,Lasama
2105116532,7413010,Katela
2105116533,7413020,G A L A
2105116534,7413020,Bangko
2105116535,7413020,Abadi Jaya
2105116536,7413020,Pajala
2105116537,7413020,Maginti
2105116538,7413020,Kangkunawe
2105116539,7413020,Pasipadangan
2105116540,7413020,Kembar Maminasa
2105116541,7413030,Wanseriwu
2105116542,7413030,Langku-Langku
2105116543,7413030,Mekar Jaya
2105116544,7413030,Wapae
2105116545,7413030,Labokolo
2105116546,7413030,Lakabu
2105116547,7413030,Momuntu
2105116548,7413030,Suka Damai
2105116549,7413040,Barakkah
2105116550,7413040,Sangia Tiworo
2105116551,7413040,Kasimpa Jaya
2105116552,7413040,Katangana
2105116553,7413040,Parura Jaya
2105116554,7413050,Tondasi
2105116555,7413050,Santiri
2105116556,7413050,Tasipi
2105116557,7413050,Bero
2105116558,7413050,Mandike
2105116559,7413050,Santigi
2105116560,7413050,Tiga
2105116561,7413060,Latompe
2105116562,7413060,Lalemba
2105116563,7413060,Wamelai(Lambubalano)
2105116564,7413060,Lapadaku
2105116565,7413060,Madampi
2105116566,7413060,Lagadi
2105116567,7413060,Latugho
2105116568,7413060,Watumela
2105116569,7413070,Lawada Jaya
2105116570,7413070,Lakalamba
2105116571,7413070,Marobea
2105116572,7413070,Ondoke
2105116573,7413070,Nihi
2105116574,7413070,Kampobalano
2105116575,7413070,Lombu Jaya
2105116576,7413070,Waukuni
2105116577,7413070,Maperaha
2105116578,7413070,Wakoila
2105116579,7413080,Barangka
2105116580,7413080,Sawerigadi
2105116581,7413080,Bungkolo
2105116582,7413080,Lapolea
2105116583,7413080,Walelei
2105116584,7413080,Waulai
2105116585,7413080,Lafinde
2105116586,7413080,W U N A
2105116587,7413090,Kampani
2105116588,7413090,Lindo
2105116589,7413090,Katobu
2105116590,7413090,Lailangga
2105116591,7413090,Lasosodo
2105116592,7413090,Wakontu
2105116593,7413090,Lakanaha
2105116594,7413100,Kusambi
2105116595,7413100,Konawe
2105116596,7413100,Guali
2105116597,7413100,Lapokainse
2105116598,7413100,Lemoambo
2105116599,7413100,Kasakamu
2105116600,7413100,Lakawoghe
2105116601,7413100,Bakeramba
2105116602,7413100,Tanjung Pinang
2105116603,7413100,Sida Mangura
2105116604,7413110,Masara
2105116605,7413110,Lahaji
2105116606,7413110,Umba
2105116607,7413110,Kombikuno
2105116608,7413110,Tangkumaho
2105116609,7413110,Latawe
2105116610,7414010,Kokoe
2105116611,7414010,Talaga Besar
2105116612,7414010,Talaga Ii
2105116613,7414010,Talaga I
2105116614,7414010,Wulu
2105116615,7414010,Liwu Lompona
2105116616,7414010,Pangilia
2105116617,7414020,Wakambangura
2105116618,7414020,Kance Bungi
2105116619,7414020,Gumamano
2105116620,7414020,Matara
2105116621,7414020,Wasilomata I
2105116622,7414020,Wasilomata Ii
2105116623,7414020,Napa
2105116624,7414020,Balobone
2105116625,7414020,Watolo
2105116626,7414020,Mawasangka
2105116627,7414020,Oengkolaki
2105116628,7414020,Banga
2105116629,7414020,Polindu
2105116630,7414020,Tanailandu
2105116631,7414020,Kanapa Napa
2105116632,7414020,Terapung
2105116633,7414020,Dahiango
2105116634,7414020,Wakambangura Ii
2105116635,7414020,Air Bajo
2105116636,7414030,Watorumbe
2105116637,7414030,Morikana
2105116638,7414030,Gundu-Gundu
2105116639,7414030,Lantongau
2105116640,7414030,Lakorua
2105116641,7414030,Lanto
2105116642,7414030,Lalibo
2105116643,7414030,Langkomu
2105116644,7414030,Watorumbe Bata
2105116645,7414030,Katukobari
2105116646,7414040,Lagili
2105116647,7414040,Wambuloli
2105116648,7414040,Bone Marambe
2105116649,7414040,Lasori
2105116650,7414040,Inulu
2105116651,7414040,Wantopi
2105116652,7414040,Bungi
2105116653,7414040,Batubanawa
2105116654,7414050,Madongka
2105116655,7414050,Waara
2105116656,7414050,Boneoge
2105116657,7414050,Nepa Mekar
2105116658,7414050,Gu Timur
2105116659,7414050,Lakudo
2105116660,7414050,Matawine
2105116661,7414050,Mone
2105116662,7414050,Moko
2105116663,7414050,Wajogu
2105116664,7414050,Metere
2105116665,7414050,Lolibu
2105116666,7414050,Wongko Lakudo
2105116667,7414050,One Waara
2105116668,7414050,Teluk Lasongko
2105116669,7414060,Wadiabero
2105116670,7414060,Kolowa
2105116671,7414060,Rahia
2105116672,7414060,Wakea Kea
2105116673,7414060,Waliko
2105116674,7414060,Bombonawulu
2105116675,7414060,Walando
2105116676,7414060,Watulea
2105116677,7414060,Lakapera
2105116678,7414060,Bantea
2105116679,7414060,Kamama Nekar
2105116680,7414060,Lowu-Lowu
2105116681,7414070,Baruta Lestari
2105116682,7414070,Tolandona Matanaeo
2105116683,7414070,Doda Bahari
2105116684,7414070,Baruta Analaki
2105116685,7414070,Baruta
2105116686,7414070,Tolandona
2105116687,7415010,Batu Atas Liwu
2105116688,7415010,Batuatas Barat
2105116689,7415010,Tolando Jaya
2105116690,7415010,Batuatas Timur
2105116691,7415010,Wacuala
2105116692,7415010,Taduasa
2105116693,7415010,Wambongi
2105116694,7415020,Lapandewa Makmur
2105116695,7415020,Gayabaru
2105116696,7415020,Burangasi Rumbia
2105116697,7415020,Burangasi
2105116698,7415020,Lapandewa
2105116699,7415020,Lapandewa Kaindea
2105116700,7415020,Lapandewa Jaya
2105116701,7415030,Bangun
2105116702,7415030,Wawoangi
2105116703,7415030,Katilombu
2105116704,7415030,Jayabakti
2105116705,7415030,Tira
2105116706,7415030,Bahari
2105116707,7415030,Gerak Makmur
2105116708,7415030,Gunung Sejuk
2105116709,7415030,Todombulu
2105116710,7415030,Sandang Pangan
2105116711,7415030,Hendea
2105116712,7415030,Lipumangau
2105116713,7415030,Watiginanda
2105116714,7415030,Bahari Ii
2105116715,7415030,Bahari Iii
2105116716,7415030,Windu Makmur
2105116717,7415040,Pogalampa
2105116718,7415040,Bola
2105116719,7415040,Majapahit
2105116720,7415040,Masiri
2105116721,7415040,Laompo
2105116722,7415040,Busoa
2105116723,7415040,Lawela
2105116724,7415040,Lampanairi
2105116725,7415040,Lawela Selatan
2105116726,7415040,Lakambau
2105116727,7415040,Molagina
2105116728,7415040,Bandar Batauga
2105116729,7415050,Lalole
2105116730,7415050,Molona
2105116731,7415050,Mbanua
2105116732,7415050,Watuampara
2105116733,7415050,Katampe
2105116734,7415050,Lamaninggara
2105116735,7415050,Kamoali
2105116736,7415050,Mokobeau
2105116737,7415060,Biwinapada
2105116738,7415060,Kaimbulawa
2105116739,7415060,Wakinamboro
2105116740,7415060,Tongali
2105116741,7415060,Lontoi
2105116742,7415060,Karae
2105116743,7415060,Batu Awu
2105116744,7415060,Nggula-Nggula
2105116745,7415060,Waindawula
2105116746,7415060,Lapara
2105116747,7415070,Waonu
2105116748,7415070,Kapoa
2105116749,7415070,Kaofe
2105116750,7415070,Uwemaasi
2105116751,7415070,Lipu
2105116752,7415070,Banabungi
2105116753,7415070,Kapoa Barat
2105116754,7415070,Mawambunga
2105116755,7415070,Marawali
2105116756,7415070,Banabungi Selatan
2105116757,7471010,Mandonga
2105116758,7471010,Korumba
2105116759,7471010,Anggilowu
2105116760,7471010,Alolama
2105116761,7471010,Wawombalata
2105116762,7471010,Labibia
2105116763,7471011,Baruga
2105116764,7471011,Lepo-Lepo
2105116765,7471011,Watubangga
2105116766,7471011,Wundudopi
2105116767,7471012,Puuwatu
2105116768,7471012,Watulondo
2105116769,7471012,Punggolaka
2105116770,7471012,Tobuuha
2105116771,7471012,Lalodati
2105116772,7471012,Abeli Dalam
2105116773,7471013,Bende
2105116774,7471013,Kadia
2105116775,7471013,Anaiwoi
2105116776,7471013,Wowawanggu
2105116777,7471013,Pondambea
2105116778,7471014,Bonggoeya
2105116779,7471014,Wua-Wua
2105116780,7471014,Mataiwoi
2105116781,7471014,Anawai
2105116782,7471020,Anduonohu
2105116783,7471020,Rahandouna
2105116784,7471020,Anggoeya
2105116785,7471020,Matabubu
2105116786,7471021,Benua Nirae
2105116787,7471021,Pudai
2105116788,7471021,Lapulu
2105116789,7471021,Abeli
2105116790,7471021,Anggolomelai
2105116791,7471021,Tobimeita
2105116792,7471021,Poasia
2105116793,7471021,Talia
2105116794,7471021,Petoaha
2105116795,7471021,Nambo
2105116796,7471021,Bungkutoko
2105116797,7471021,Sambuli
2105116798,7471021,Tondonggeu
2105116799,7471022,Mokoau
2105116800,7471022,Kambu
2105116801,7471022,Padaleu
2105116802,7471022,Lalolara
2105116803,7471030,Kandai
2105116804,7471030,Gunung Jati
2105116805,7471030,Kendari Caddi
2105116806,7471030,Kessilampe
2105116807,7471030,Kampung Salo
2105116808,7471030,Mangga Dua
2105116809,7471030,Mata
2105116810,7471030,Purirano
2105116811,7471030,Jati Mekar
2105116812,7471031,Kemaraya
2105116813,7471031,Watu-Watu
2105116814,7471031,Tipulu
2105116815,7471031,Punggaloba
2105116816,7471031,Benu-Benua
2105116817,7471031,Sodohoa
2105116818,7471031,Sanua
2105116819,7471031,Dapu-Dapura
2105116820,7471031,Lahundape
2105116821,7472010,Sulaa
2105116822,7472010,Waborobo
2105116823,7472010,Lipu
2105116824,7472010,Katobengke
2105116825,7472010,Labalawa
2105116826,7472011,Baadia
2105116827,7472011,Melai
2105116828,7472011,Wajo
2105116829,7472011,Lamangga
2105116830,7472011,Tanganapada
2105116831,7472012,Bone-Bone
2105116832,7472012,Tarafu
2105116833,7472012,Wameo
2105116834,7472012,Kaobula
2105116835,7472012,Lanto
2105116836,7472012,Nganganaumala
2105116837,7472020,Bataraguru
2105116838,7472020,Tomba
2105116839,7472020,Wale
2105116840,7472020,Batulo
2105116841,7472020,Wangkanapi
2105116842,7472020,Bukit Wolio Indah
2105116843,7472020,Kadolo Katapi
2105116844,7472021,Kadolomoko
2105116845,7472021,Waruruma
2105116846,7472021,Lakologou
2105116847,7472021,Liwuto
2105116848,7472021,Sukanayo
2105116849,7472021,Kadolo
2105116850,7472030,Kaisabu Baru
2105116851,7472030,Karya Baru
2105116852,7472030,Bugi
2105116853,7472030,Gonda Baru
2105116854,7472040,Liabuku
2105116855,7472040,Ngkari-Ngkari
2105116856,7472040,Kampeonaho
2105116857,7472040,Waliabuku
2105116858,7472040,Tampuna
2105116859,7472041,Kolese
2105116860,7472041,Lowu-Lowu
2105116861,7472041,Kalia-Lia
2105116862,7472041,Kantalai
2105116863,7472041,Palabusa
2105116864,7501031,Mananggu
2105116865,7501031,Tabulo
2105116866,7501031,Bendungan
2105116867,7501031,Kaaruyan
2105116868,7501031,Salilama
2105116869,7501031,Buti
2105116870,7501031,Pontolo
2105116871,7501031,Keramat
2105116872,7501031,Tabulo Selatan
2105116873,7501040,Lamu
2105116874,7501040,Bajo
2105116875,7501040,Pentadu Barat
2105116876,7501040,Modelomo
2105116877,7501040,Hungayonaa
2105116878,7501040,Ayuhulalo
2105116879,7501040,Piloliyanga
2105116880,7501040,Limbato
2105116881,7501040,Mohungo
2105116882,7501040,Pentadu Timur
2105116883,7501040,Lahumbo
2105116884,7501040,Tenilo
2105116885,7501041,Dulupi
2105116886,7501041,Pangi
2105116887,7501041,Tangga Jaya
2105116888,7501041,Polohungo
2105116889,7501041,Kotaraja
2105116890,7501041,Tabongo
2105116891,7501041,Tanah Putih
2105116892,7501041,Tangga Barito
2105116893,7501042,Bolihutuo
2105116894,7501042,Tapadaa
2105116895,7501042,Rumbia
2105116896,7501042,Hutamonu
2105116897,7501042,Botumoito
2105116898,7501042,Tutulo
2105116899,7501042,Patoameme
2105116900,7501042,Potanga
2105116901,7501042,Dulangeya
2105116902,7501050,Tangkobu
2105116903,7501050,Molombulahe
2105116904,7501050,Wonggahu
2105116905,7501050,Saripi
2105116906,7501050,Bongo Nol
2105116907,7501050,Sumber Jaya
2105116908,7501050,Mutiara
2105116909,7501050,Karya Murni
2105116910,7501050,Girisa
2105116911,7501050,Kuala Lumpur
2105116912,7501050,Tenilo
2105116913,7501050,Mustika
2105116914,7501050,Huwongo
2105116915,7501050,Bongo Tua
2105116916,7501050,Rejonegoro
2105116917,7501050,Balate Jaya
2105116918,7501050,Hulawa
2105116919,7501050,Diloato
2105116920,7501050,Permata
2105116921,7501050,Batu Kramat
2105116922,7501050,Sosial
2105116923,7501050,Bualo
2105116924,7501050,Upt Sp6
2105116925,7501051,Mekar Jaya
2105116926,7501051,Harapan
2105116927,7501051,Suka Maju
2105116928,7501051,Makmur
2105116929,7501051,Sejahtera
2105116930,7501051,Pangea
2105116931,7501051,Jati Mulya
2105116932,7501051,Tri Rukun
2105116933,7501051,Raharja
2105116934,7501051,Dimito
2105116935,7501051,Suka Mulia
2105116936,7501051,Sari Tani
2105116937,7501051,Tanjung Harapan
2105116938,7501051,Dulohupa
2105116939,7501051,Upt Sp1
2105116940,7501051,Upt Sp2
2105116941,7501051,Upt Sp4
2105116942,7501052,Limbatihu
2105116943,7501052,Bubaa
2105116944,7501052,Lito
2105116945,7501052,Bukit Karya
2105116946,7501052,Apitalawu
2105116947,7501052,Olibu
2105116948,7501052,Towayu
2105116949,7501052,Bangga
2105116950,7502010,Lamu
2105116951,7502010,Tontayuo
2105116952,7502010,Biluhu Timur
2105116953,7502010,Kayubulan
2105116954,7502010,Lopo
2105116955,7502010,Bongo
2105116956,7502010,Olimoo O
2105116957,7502010,Langgula
